prescribing_cost,date,prescribing_items,prescribing_quantity,organisation_code,organisation_name,year,month,cost_per_item
1258.6,2021-03-01,422,14545,03F,NHS HULL,2021,3,2.982464454976303
866.61,2021-03-01,278,10240,03H,NHS NORTH EAST LINCOLNSHIRE,2021,3,3.1173021582733815
996.84,2021-03-01,317,11570,03K,NHS NORTH LINCOLNSHIRE,2021,3,3.1446056782334386
1489.89,2021-03-01,439,17241,03L,NHS ROTHERHAM,2021,3,3.393826879271071
4045.67,2021-03-01,1285,50288,03N,NHS SHEFFIELD,2021,3,3.1483813229571984
258,2021-03-01,87,3039,03Q,NHS VALE OF YORK,2021,3,2.9655172413793105
1807.32,2021-03-01,624,21085,03R,NHS WAKEFIELD,2021,3,2.896346153846154
2895.36,2021-03-01,896,38445,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,2021,3,3.2314285714285718
2536.11,2021-03-01,787,35318,04C,NHS LEICESTER CITY,2021,3,3.2225031766200765
3712.76,2021-03-01,1200,45307,04V,NHS WEST LEICESTERSHIRE,2021,3,3.0939666666666668
858.93,2021-03-01,272,10568,04Y,NHS CANNOCK CHASE,2021,3,3.157830882352941
881.89,2021-03-01,279,9946,05D,NHS EAST STAFFORDSHIRE,2021,3,3.1608960573476703
1649.45,2021-03-01,545,20678,05G,NHS NORTH STAFFORDSHIRE,2021,3,3.02651376146789
969.5,2021-03-01,342,10633,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,2021,3,2.834795321637427
1015.81,2021-03-01,351,12363,05V,NHS STAFFORD AND SURROUNDS,2021,3,2.894045584045584
1770.12,2021-03-01,450,22461,05W,NHS STOKE ON TRENT,2021,3,3.9335999999999998
7404.26,2021-03-01,2233,88271,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,2021,3,3.3158351992834754
3562.84,2021-03-01,1101,44277,06K,NHS EAST AND NORTH HERTFORDSHIRE,2021,3,3.2360036330608537
